;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05.09.2012 20:30:50
;----------------------------------------------

;Address Opcode 	ASM
0x095E	0xDE30      	RCALL       _EEPROM_Read
0x0960	0x5000      	MOVF        R0, 0 
0x0962	0x0A7E      	XORLW       126
0x0964	0xE03B      	BZ          L_main51
0x0966	0x505C      	MOVF        _f1, 0 
0x0968	0x0A01      	XORLW       1
0x096A	0xE138      	BNZ         L_main51
L__main129:
;Button.c,240 :: 		atc3[tr1] = EEPROM_Read(tr);
0x096C	0x0E9A      	MOVLW       _atc3
0x096E	0x245A      	ADDWF       _tr1, 0 
0x0970	0x0106      	MOVLB       6
0x0972	0x6FB9      	MOVWF       FLOC__main, 1
0x0974	0x0E01      	MOVLW       hi_addr(_atc3)
0x0976	0x205B      	ADDWFC      _tr1+1, 0 
0x0978	0x6FBA      	MOVWF       FLOC__main+1, 1
0x097A	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x097E	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0982	0xDE1E      	RCALL       _EEPROM_Read
0x0984	0xFFE1C6B9  	MOVFF       FLOC__main, FSR1L
0x0988	0xFFE2C6BA  	MOVFF       FLOC__main+1, FSR1H
0x098C	0xFFE6C000  	MOVFF       R0, POSTINC1
;Button.c,241 :: 		atc3[tr1+1] = '\0';
0x0990	0x0E01      	MOVLW       1
0x0992	0x245A      	ADDWF       _tr1, 0 
0x0994	0x6E00      	MOVWF       R0 
0x0996	0x0E00      	MOVLW       0
0x0998	0x205B      	ADDWFC      _tr1+1, 0 
0x099A	0x6E01      	MOVWF       R1 
0x099C	0x0E9A      	MOVLW       _atc3
0x099E	0x2400      	ADDWF       R0, 0 
0x09A0	0x6EE1      	MOVWF       FSR1L 
0x09A2	0x0E01      	MOVLW       hi_addr(_atc3)
0x09A4	0x2001      	ADDWFC      R1, 0 
0x09A6	0x6EE2      	MOVWF       FSR1H 
0x09A8	0x6AE6      	CLRF        POSTINC1 
;Button.c,242 :: 		f2=0,f3=0,f4=0,f5=0,f6=0;
0x09AA	0x6A3A      	CLRF        _f2 
0x09AC	0x6A1D      	CLRF        _f3 
0x09AE	0x6A1E      	CLRF        _f4 
0x09B0	0x6A1C      	CLRF        _f5 
0x09B2	0x6A1B      	CLRF        _f6 
;Button.c,243 :: 		tr1 = tr1 + 1;
0x09B4	0x4A5A      	INFSNZ      _tr1, 1 
0x09B6	0x2A5B      	INCF        _tr1+1, 1 
;Button.c,244 :: 		if(EEPROM_Read(tr+1) == '~')
0x09B8	0x0E01      	MOVLW       1
0x09BA	0x0100      	MOVLB       0
0x09BC	0x2561      	ADDWF       _tr, 0, 1
0x09BE	0x0106      	MOVLB       6
0x09C0	0x6FBB      	MOVWF       FARG_EEPROM_Read_address, 1
0x09C2	0x0E00      	MOVLW       0
0x09C4	0x0100      	MOVLB       0
0x09C6	0x2162      	ADDWFC      _tr+1, 0, 1
0x09C8	0x0106      	MOVLB       6
0x09CA	0x6FBC      	MOVWF       FARG_EEPROM_Read_address+1, 1
0x09CC	0xDDF9      	RCALL       _EEPROM_Read
0x09CE	0x5000      	MOVF        R0, 0 
0x09D0	0x0A7E      	XORLW       126
0x09D2	0xE103      	BNZ         L_main52
;Button.c,245 :: 		f1=0,f2=1;
0x09D4	0x6A5C      	CLRF        _f1 
0x09D6	0x0E01      	MOVLW       1
0x09D8	0x6E3A      	MOVWF       _f2 
L_main52:
;Button.c,246 :: 		}
0x09DA	0xD14C      	BRA         L_main53
L_main51:
;Button.c,248 :: 		else if(EEPROM_Read(tr) != '~' && f2 == 1)  //FTPOPEN
0x09DC	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x09E0	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x09E4	0xDDED      	RCALL       _EEPROM_Read
0x09E6	0x5000      	MOVF        R0, 0 
0x09E8	0x0A7E      	XORLW       126
0x09EA	0xE03B      	BZ          L_main56
0x09EC	0x503A      	MOVF        _f2, 0 
0x09EE	0x0A01      	XORLW       1
0x09F0	0xE138      	BNZ         L_main56
L__main128:
0x09F2	0x0106      	MOVLB       6
;Button.c,250 :: 		atc5[tr2] = EEPROM_Read(tr);
0x09F4	0x0ED2      	MOVLW       _atc5
0x09F6	0x241F      	ADDWF       _tr2, 0 
0x09F8	0x6FB9      	MOVWF       FLOC__main, 1
0x09FA	0x0E00      	MOVLW       hi_addr(_atc5)
0x09FC	0x2020      	ADDWFC      _tr2+1, 0 
0x09FE	0x6FBA      	MOVWF       FLOC__main+1, 1
0x0A00	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0A04	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0A08	0xDDDB      	RCALL       _EEPROM_Read
0x0A0A	0xFFE1C6B9  	MOVFF       FLOC__main, FSR1L
0x0A0E	0xFFE2C6BA  	MOVFF       FLOC__main+1, FSR1H
0x0A12	0xFFE6C000  	MOVFF       R0, POSTINC1
;Button.c,251 :: 		atc5[tr2+1] = '\0';
0x0A16	0x0E01      	MOVLW       1
0x0A18	0x241F      	ADDWF       _tr2, 0 
0x0A1A	0x6E00      	MOVWF       R0 
0x0A1C	0x0E00      	MOVLW       0
0x0A1E	0x2020      	ADDWFC      _tr2+1, 0 
0x0A20	0x6E01      	MOVWF       R1 
0x0A22	0x0ED2      	MOVLW       _atc5
0x0A24	0x2400      	ADDWF       R0, 0 
0x0A26	0x6EE1      	MOVWF       FSR1L 
0x0A28	0x0E00      	MOVLW       hi_addr(_atc5)
0x0A2A	0x2001      	ADDWFC      R1, 0 
0x0A2C	0x6EE2      	MOVWF       FSR1H 
0x0A2E	0x6AE6      	CLRF        POSTINC1 
;Button.c,252 :: 		f1=0,f3=0,f4=0,f5=0,f6=0;
0x0A30	0x6A5C      	CLRF        _f1 
0x0A32	0x6A1D      	CLRF        _f3 
0x0A34	0x6A1E      	CLRF        _f4 
0x0A36	0x6A1C      	CLRF        _f5 
0x0A38	0x6A1B      	CLRF        _f6 
;Button.c,253 :: 		tr2 = tr2 + 1;
0x0A3A	0x4A1F      	INFSNZ      _tr2, 1 
0x0A3C	0x2A20      	INCF        _tr2+1, 1 
;Button.c,254 :: 		if(EEPROM_Read(tr+1) == '~')
0x0A3E	0x0E01      	MOVLW       1
0x0A40	0x0100      	MOVLB       0
0x0A42	0x2561      	ADDWF       _tr, 0, 1
0x0A44	0x0106      	MOVLB       6
0x0A46	0x6FBB      	MOVWF       FARG_EEPROM_Read_address, 1
0x0A48	0x0E00      	MOVLW       0
0x0A4A	0x0100      	MOVLB       0
0x0A4C	0x2162      	ADDWFC      _tr+1, 0, 1
0x0A4E	0x0106      	MOVLB       6
0x0A50	0x6FBC      	MOVWF       FARG_EEPROM_Read_address+1, 1
0x0A52	0xDDB6      	RCALL       _EEPROM_Read
0x0A54	0x5000      	MOVF        R0, 0 
0x0A56	0x0A7E      	XORLW       126
0x0A58	0xE103      	BNZ         L_main57
;Button.c,255 :: 		f2=0,f3=1;
0x0A5A	0x6A3A      	CLRF        _f2 
0x0A5C	0x0E01      	MOVLW       1
0x0A5E	0x6E1D      	MOVWF       _f3 
L_main57:
;Button.c,256 :: 		}
0x0A60	0xD109      	BRA         L_main58
L_main56:
;Button.c,258 :: 		else if(EEPROM_Read(tr) != '~' && f3 == 1) //FTPPUT
0x0A62	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0A66	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0A6A	0xDDAA      	RCALL       _EEPROM_Read
0x0A6C	0x5000      	MOVF        R0, 0 
0x0A6E	0x0A7E      	XORLW       126
0x0A70	0xE035      	BZ          L_main61
0x0A72	0x501D      	MOVF        _f3, 0 
0x0A74	0x0A01      	XORLW       1
0x0A76	0xE132      	BNZ         L_main61
L__main127:
0x0A78	0x0106      	MOVLB       6
;Button.c,260 :: 		atc8[tr3] = EEPROM_Read(tr);
0x0A7A	0x0E68      	MOVLW       _atc8
0x0A7C	0x2438      	ADDWF       _tr3, 0 
0x0A7E	0x6FB9      	MOVWF       FLOC__main, 1
0x0A80	0x0E01      	MOVLW       hi_addr(_atc8)
0x0A82	0x2039      	ADDWFC      _tr3+1, 0 
0x0A84	0x6FBA      	MOVWF       FLOC__main+1, 1
0x0A86	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0A8A	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0A8E	0xDD98      	RCALL       _EEPROM_Read
0x0A90	0xFFE1C6B9  	MOVFF       FLOC__main, FSR1L
0x0A94	0xFFE2C6BA  	MOVFF       FLOC__main+1, FSR1H
0x0A98	0xFFE6C000  	MOVFF       R0, POSTINC1
;Button.c,261 :: 		atc8[tr3] = '\0';
0x0A9C	0x0E68      	MOVLW       _atc8
0x0A9E	0x2438      	ADDWF       _tr3, 0 
0x0AA0	0x6EE1      	MOVWF       FSR1L 
0x0AA2	0x0E01      	MOVLW       hi_addr(_atc8)
0x0AA4	0x2039      	ADDWFC      _tr3+1, 0 
0x0AA6	0x6EE2      	MOVWF       FSR1H 
0x0AA8	0x6AE6      	CLRF        POSTINC1 
;Button.c,262 :: 		f1=0,f2=0,f4=0,f5=0,f6=0;
0x0AAA	0x6A5C      	CLRF        _f1 
0x0AAC	0x6A3A      	CLRF        _f2 
0x0AAE	0x6A1E      	CLRF        _f4 
0x0AB0	0x6A1C      	CLRF        _f5 
0x0AB2	0x6A1B      	CLRF        _f6 
;Button.c,263 :: 		tr3 = tr3 + 1;
0x0AB4	0x4A38      	INFSNZ      _tr3, 1 
0x0AB6	0x2A39      	INCF        _tr3+1, 1 
;Button.c,264 :: 		if(EEPROM_Read(tr+1) == '~')
0x0AB8	0x0E01      	MOVLW       1
0x0ABA	0x0100      	MOVLB       0
0x0ABC	0x2561      	ADDWF       _tr, 0, 1
0x0ABE	0x0106      	MOVLB       6
0x0AC0	0x6FBB      	MOVWF       FARG_EEPROM_Read_address, 1
0x0AC2	0x0E00      	MOVLW       0
0x0AC4	0x0100      	MOVLB       0
0x0AC6	0x2162      	ADDWFC      _tr+1, 0, 1
0x0AC8	0x0106      	MOVLB       6
0x0ACA	0x6FBC      	MOVWF       FARG_EEPROM_Read_address+1, 1
0x0ACC	0xDD79      	RCALL       _EEPROM_Read
0x0ACE	0x5000      	MOVF        R0, 0 
0x0AD0	0x0A7E      	XORLW       126
0x0AD2	0xE103      	BNZ         L_main62
;Button.c,265 :: 		f3=0,f4=1;
0x0AD4	0x6A1D      	CLRF        _f3 
0x0AD6	0x0E01      	MOVLW       1
0x0AD8	0x6E1E      	MOVWF       _f4 
L_main62:
;Button.c,266 :: 		}
0x0ADA	0xD0CC      	BRA         L_main63
L_main61:
;Button.c,268 :: 		else if(EEPROM_Read(tr) != '~' && f4 == 1)  //FTPAPP
0x0ADC	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0AE0	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0AE4	0xDD6D      	RCALL       _EEPROM_Read
0x0AE6	0x5000      	MOVF        R0, 0 
0x0AE8	0x0A7E      	XORLW       126
0x0AEA	0xE03B      	BZ          L_main66
0x0AEC	0x501E      	MOVF        _f4, 0 
0x0AEE	0x0A01      	XORLW       1
0x0AF0	0xE138      	BNZ         L_main66
L__main126:
0x0AF2	0x0106      	MOVLB       6
;Button.c,270 :: 		atc10[tr4] = EEPROM_Read(tr);
0x0AF4	0x0E23      	MOVLW       _atc10
0x0AF6	0x2421      	ADDWF       _tr4, 0 
0x0AF8	0x6FB9      	MOVWF       FLOC__main, 1
0x0AFA	0x0E00      	MOVLW       hi_addr(_atc10)
0x0AFC	0x2022      	ADDWFC      _tr4+1, 0 
0x0AFE	0x6FBA      	MOVWF       FLOC__main+1, 1
0x0B00	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0B04	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0B08	0xDD5B      	RCALL       _EEPROM_Read
0x0B0A	0xFFE1C6B9  	MOVFF       FLOC__main, FSR1L
0x0B0E	0xFFE2C6BA  	MOVFF       FLOC__main+1, FSR1H
0x0B12	0xFFE6C000  	MOVFF       R0, POSTINC1
;Button.c,271 :: 		atc10[tr4+1] = '\0';
0x0B16	0x0E01      	MOVLW       1
0x0B18	0x2421      	ADDWF       _tr4, 0 
0x0B1A	0x6E00      	MOVWF       R0 
0x0B1C	0x0E00      	MOVLW       0
0x0B1E	0x2022      	ADDWFC      _tr4+1, 0 
0x0B20	0x6E01      	MOVWF       R1 
0x0B22	0x0E23      	MOVLW       _atc10
0x0B24	0x2400      	ADDWF       R0, 0 
0x0B26	0x6EE1      	MOVWF       FSR1L 
0x0B28	0x0E00      	MOVLW       hi_addr(_atc10)
0x0B2A	0x2001      	ADDWFC      R1, 0 
0x0B2C	0x6EE2      	MOVWF       FSR1H 
0x0B2E	0x6AE6      	CLRF        POSTINC1 
;Button.c,272 :: 		f1=0,f2=0,f3=0,f5=0,f6=0;
0x0B30	0x6A5C      	CLRF        _f1 
0x0B32	0x6A3A      	CLRF        _f2 
0x0B34	0x6A1D      	CLRF        _f3 
0x0B36	0x6A1C      	CLRF        _f5 
0x0B38	0x6A1B      	CLRF        _f6 
;Button.c,273 :: 		tr4 = tr4 + 1;
0x0B3A	0x4A21      	INFSNZ      _tr4, 1 
0x0B3C	0x2A22      	INCF        _tr4+1, 1 
;Button.c,274 :: 		if(EEPROM_Read(tr+1) == '~')
0x0B3E	0x0E01      	MOVLW       1
0x0B40	0x0100      	MOVLB       0
0x0B42	0x2561      	ADDWF       _tr, 0, 1
0x0B44	0x0106      	MOVLB       6
0x0B46	0x6FBB      	MOVWF       FARG_EEPROM_Read_address, 1
0x0B48	0x0E00      	MOVLW       0
0x0B4A	0x0100      	MOVLB       0
0x0B4C	0x2162      	ADDWFC      _tr+1, 0, 1
0x0B4E	0x0106      	MOVLB       6
0x0B50	0x6FBC      	MOVWF       FARG_EEPROM_Read_address+1, 1
0x0B52	0xDD36      	RCALL       _EEPROM_Read
0x0B54	0x5000      	MOVF        R0, 0 
0x0B56	0x0A7E      	XORLW       126
0x0B58	0xE103      	BNZ         L_main67
;Button.c,275 :: 		f4=0,f5=1;
0x0B5A	0x6A1E      	CLRF        _f4 
0x0B5C	0x0E01      	MOVLW       1
0x0B5E	0x6E1C      	MOVWF       _f5 
L_main67:
;Button.c,276 :: 		}
0x0B60	0xD089      	BRA         L_main68
L_main66:
;Button.c,278 :: 		else if(EEPROM_Read(tr) != '~' && f5 == 1)  //SD
0x0B62	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0B66	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0B6A	0xDD2A      	RCALL       _EEPROM_Read
0x0B6C	0x5000      	MOVF        R0, 0 
0x0B6E	0x0A7E      	XORLW       126
0x0B70	0xE03E      	BZ          L_main71
0x0B72	0x501C      	MOVF        _f5, 0 
0x0B74	0x0A01      	XORLW       1
0x0B76	0xE13B      	BNZ         L_main71
L__main125:
;Button.c,280 :: 		atc17[tr5] = EEPROM_Read(tr);
0x0B78	0x0E36      	MOVLW       _atc17
0x0B7A	0x0100      	MOVLB       0
0x0B7C	0x2563      	ADDWF       _tr5, 0, 1
0x0B7E	0x0106      	MOVLB       6
0x0B80	0x6FB9      	MOVWF       FLOC__main, 1
0x0B82	0x0E01      	MOVLW       hi_addr(_atc17)
0x0B84	0x0100      	MOVLB       0
0x0B86	0x2164      	ADDWFC      _tr5+1, 0, 1
0x0B88	0x0106      	MOVLB       6
0x0B8A	0x6FBA      	MOVWF       FLOC__main+1, 1
0x0B8C	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0B90	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0B94	0xDD15      	RCALL       _EEPROM_Read
0x0B96	0xFFE1C6B9  	MOVFF       FLOC__main, FSR1L
0x0B9A	0xFFE2C6BA  	MOVFF       FLOC__main+1, FSR1H
0x0B9E	0xFFE6C000  	MOVFF       R0, POSTINC1
;Button.c,281 :: 		atc17[tr5+1] = '\0';
0x0BA2	0x0E01      	MOVLW       1
0x0BA4	0x0100      	MOVLB       0
0x0BA6	0x2563      	ADDWF       _tr5, 0, 1
0x0BA8	0x6E00      	MOVWF       R0 
0x0BAA	0x0E00      	MOVLW       0
0x0BAC	0x2164      	ADDWFC      _tr5+1, 0, 1
0x0BAE	0x6E01      	MOVWF       R1 
0x0BB0	0x0E36      	MOVLW       _atc17
0x0BB2	0x2400      	ADDWF       R0, 0 
0x0BB4	0x6EE1      	MOVWF       FSR1L 
0x0BB6	0x0E01      	MOVLW       hi_addr(_atc17)
0x0BB8	0x2001      	ADDWFC      R1, 0 
0x0BBA	0x6EE2      	MOVWF       FSR1H 
0x0BBC	0x6AE6      	CLRF        POSTINC1 
;Button.c,282 :: 		f1=0,f2=0,f3=0,f4=0,f6=0;
0x0BBE	0x6A5C      	CLRF        _f1 
0x0BC0	0x6A3A      	CLRF        _f2 
0x0BC2	0x6A1D      	CLRF        _f3 
0x0BC4	0x6A1E      	CLRF        _f4 
0x0BC6	0x6A1B      	CLRF        _f6 
;Button.c,283 :: 		tr5 = tr5 + 1;
0x0BC8	0x4B63      	INFSNZ      _tr5, 1, 1
0x0BCA	0x2B64      	INCF        _tr5+1, 1, 1
;Button.c,284 :: 		if(EEPROM_Read(tr+1) == '~')
0x0BCC	0x0E01      	MOVLW       1
0x0BCE	0x2561      	ADDWF       _tr, 0, 1
0x0BD0	0x0106      	MOVLB       6
0x0BD2	0x6FBB      	MOVWF       FARG_EEPROM_Read_address, 1
0x0BD4	0x0E00      	MOVLW       0
0x0BD6	0x0100      	MOVLB       0
0x0BD8	0x2162      	ADDWFC      _tr+1, 0, 1
0x0BDA	0x0106      	MOVLB       6
0x0BDC	0x6FBC      	MOVWF       FARG_EEPROM_Read_address+1, 1
0x0BDE	0xDCF0      	RCALL       _EEPROM_Read
0x0BE0	0x5000      	MOVF        R0, 0 
0x0BE2	0x0A7E      	XORLW       126
0x0BE4	0xE103      	BNZ         L_main72
;Button.c,285 :: 		f5=0,f6=1;
0x0BE6	0x6A1C      	CLRF        _f5 
0x0BE8	0x0E01      	MOVLW       1
0x0BEA	0x6E1B      	MOVWF       _f6 
L_main72:
;Button.c,286 :: 		}
0x0BEC	0xD043      	BRA         L_main73
L_main71:
;Button.c,288 :: 		else if(EEPROM_Read(tr) != '~' && f6 == 1)  //plaka
0x0BEE	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0BF2	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0BF6	0xDCE4      	RCALL       _EEPROM_Read
0x0BF8	0x5000      	MOVF        R0, 0 
0x0BFA	0x0A7E      	XORLW       126
0x0BFC	0xE03B      	BZ          L_main76
0x0BFE	0x501B      	MOVF        _f6, 0 
0x0C00	0x0A01      	XORLW       1
0x0C02	0xE138      	BNZ         L_main76
L__main124:
;Button.c,290 :: 		plaka[tr6] = EEPROM_Read(tr);
0x0C04	0x0EA5      	MOVLW       _plaka
0x0C06	0x0100      	MOVLB       0
0x0C08	0x2598      	ADDWF       _tr6, 0, 1
0x0C0A	0x0106      	MOVLB       6
0x0C0C	0x6FB9      	MOVWF       FLOC__main, 1
0x0C0E	0x0E02      	MOVLW       hi_addr(_plaka)
0x0C10	0x0100      	MOVLB       0
0x0C12	0x2199      	ADDWFC      _tr6+1, 0, 1
0x0C14	0x0106      	MOVLB       6
0x0C16	0x6FBA      	MOVWF       FLOC__main+1, 1
0x0C18	0xF6BBC061  	MOVFF       _tr, FARG_EEPROM_Read_address
0x0C1C	0xF6BCC062  	MOVFF       _tr+1, FARG_EEPROM_Read_address+1
0x0C20	0xDCCF      	RCALL       _EEPROM_Read
0x0C22	0xFFE1C6B9  	MOVFF       FLOC__main, FSR1L
0x0C26	0xFFE2C6BA  	MOVFF       FLOC__main+1, FSR1H
0x0C2A	0xFFE6C000  	MOVFF       R0, POSTINC1
;Button.c,291 :: 		plaka[tr6+1] = '\0';
0x0C2E	0x0E01      	MOVLW       1
0x0C30	0x0100      	MOVLB       0
0x0C32	0x2598      	ADDWF       _tr6, 0, 1
0x0C34	0x6E00      	MOVWF       R0 
0x0C36	0x0E00      	MOVLW       0
0x0C38	0x2199      	ADDWFC      _tr6+1, 0, 1
0x0C3A	0x6E01      	MOVWF       R1 
0x0C3C	0x0EA5      	MOVLW       _plaka
0x0C3E	0x2400      	ADDWF       R0, 0 
0x0C40	0x6EE1      	MOVWF       FSR1L 
0x0C42	0x0E02      	MOVLW       hi_addr(_plaka)
0x0C44	0x2001      	ADDWFC      R1, 0 
0x0C46	0x6EE2      	MOVWF       FSR1H 
0x0C48	0x6AE6      	CLRF        POSTINC1 
;Button.c,292 :: 		f1=0,f2=0,f3=0,f4=0,f5=0;
0x0C4A	0x6A5C      	CLRF        _f1 
0x0C4C	0x6A3A      	CLRF        _f2 
0x0C4E	0x6A1D      	CLRF        _f3 
0x0C50	0x6A1E      	CLRF        _f4 
0x0C52	0x6A1C      	CLRF        _f5 
;Button.c,293 :: 		tr6 = tr6 + 1;
0x0C54	0x4B98      	INFSNZ      _tr6, 1, 1
0x0C56	0x2B99      	INCF        _tr6+1, 1, 1
;Button.c,294 :: 		if(EEPROM_Read(tr+1) == '~')
0x0C58	0x0E01      	MOVLW       1
0x0C5A	0x2561      	ADDWF       _tr, 0, 1
0x0C5C	0x0106      	MOVLB       6
0x0C5E	0x6FBB      	MOVWF       FARG_EEPROM_Read_address, 1
0x0C60	0x0E00      	MOVLW       0
0x0C62	0x0100      	MOVLB       0
0x0C64	0x2162      	ADDWFC      _tr+1, 0, 1
0x0C66	0x0106      	MOVLB       6
0x0C68	0x6FBC      	MOVWF       FARG_EEPROM_Read_address+1, 1
0x0C6A	0xDCAA      	RCALL       _EEPROM_Read
0x0C6C	0x5000      	MOVF        R0, 0 
0x0C6E	0x0A7E      	XORLW       126
0x0C70	0xB4D8      	BTFSC       STATUS, 2 
;Button.c,295 :: 		f6=0;
0x0C72	0x6A1B      	CLRF        _f6 
L_main77:
;Button.c,296 :: 		}
L_main76:
L_main73:
L_main68:
L_main63:
L_main58:
L_main53:
;Button.c,297 :: 		tr = tr + 1;
0x0C74	0x0100      	MOVLB       0
0x0C76	0x4B61      	INFSNZ      _tr, 1, 1
0x0C78	0x2B62      	INCF        _tr+1, 1, 1
;Button.c,298 :: 		}
0x0C7A	0xD664      	BRA         L_main47
L_main48:
;Button.c,299 :: 		delay_ms(100);
0x0C7C	0x0E02      	MOVLW       2
0x0C7E	0x6E0B      	MOVWF       R11, 0
0x0C80	0x0E04      	MOVLW       4
0x0C82	0x6E0C      	MOVWF       R12, 0
0x0C84	0x0EBA      	MOVLW       186
0x0C86	0x6E0D      	MOVWF       R13, 0
L_main78:
0x0C88	0x2E0D      	DECFSZ      R13, 1, 0
0x0C8A	0xD7FE      	BRA         L_main78
0x0C8C	0x2E0C      	DECFSZ      R12, 1, 0
0x0C8E	0xD7FC      	BRA         L_main78
0x0C90	0x2E0B      	DECFSZ      R11, 1, 0
0x0C92	0xD7FA      	BRA         L_main78
0x0C94	0x0000      	NOP
;Button.c,301 :: 		}
L_main46:
;Button.c,303 :: 		CREN_RC1STA_bit = 0;
0x0C96	0x98AB      	BCF         CREN_RC1STA_bit, 4 
;Button.c,304 :: 		delay_ms(10);
0x0C98	0x0E1A      	MOVLW       26
0x0C9A	0x6E0C      	MOVWF       R12, 0
0x0C9C	0x0EF8      	MOVLW       248
0x0C9E	0x6E0D      	MOVWF       R13, 0
L_main79:
0x0CA0	0x2E0D      	DECFSZ      R13, 1, 0
0x0CA2	0xD7FE      	BRA         L_main79
0x0CA4	0x2E0C      	DECFSZ      R12, 1, 0
0x0CA6	0xD7FC      	BRA         L_main79
0x0CA8	0x0000      	NOP
;Button.c,305 :: 		CREN_RC1STA_bit = 1;
0x0CAA	0x88AB      	BSF         CREN_RC1STA_bit, 4 
;Button.c,307 :: 		DELAY_MS(30000);
0x0CAC	0x0E02      	MOVLW       2
0x0CAE	0x6E0A      	MOVWF       R10, 0
0x0CB0	0x0E31      	MOVLW       49
0x0CB2	0x6E0B      	MOVWF       R11, 0
0x0CB4	0x0E62      	MOVLW       98
0x0CB6	0x6E0C      	MOVWF       R12, 0
0x0CB8	0x0E45      	MOVLW       69
0x0CBA	0x6E0D      	MOVWF       R13, 0
L_main80:
0x0CBC	0x2E0D      	DECFSZ      R13, 1, 0
0x0CBE	0xD7FE      	BRA         L_main80
0x0CC0	0x2E0C      	DECFSZ      R12, 1, 0
0x0CC2	0xD7FC      	BRA         L_main80
0x0CC4	0x2E0B      	DECFSZ      R11, 1, 0
0x0CC6	0xD7FA      	BRA         L_main80
0x0CC8	0x2E0A      	DECFSZ      R10, 1, 0
0x0CCA	0xD7F8      	BRA         L_main80
;Button.c,308 :: 		while(1)
L_main81:
;Button.c,310 :: 		while(flag_NO_CRRIER)
L_main83:
0x0CCC	0x0100      	MOVLB       0
0x0CCE	0x5397      	MOVF        _flag_NO_CRRIER, 1, 1
0x0CD0	0xB4D8      	BTFSC       STATUS, 2 
0x0CD2	0xD08C      	BRA         L_main84
;Button.c,312 :: 		port_init();
0x0CD4	0xDDCC      	RCALL       _port_init
;Button.c,313 :: 		interrupt_init();
0x0CD6	0xDC23      	RCALL       _interrupt_init
;Button.c,314 :: 		LCD_init_();
0x0CD8	0xDC35      	RCALL       _LCD_init_
;Button.c,315 :: 		UART_init();
0x0CDA	0xDDD1      	RCALL       _UART_init
;Button.c,316 :: 		if(OK_Response_AT(atc2))
0x0CDC	0x0E8F      	MOVLW       _atc2
0x0CDE	0x0106      	MOVLB       6
0x0CE0	0x6FBB      	MOVWF       FARG_OK_Response_AT_atc, 1
0x0CE2	0x0E00      	MOVLW       hi_addr(_atc2)
0x0CE4	0x6FBC      	MOVWF       FARG_OK_Response_AT_atc+1, 1
0x0CE6	0xDC76      	RCALL       _OK_Response_AT
0x0CE8	0x5200      	MOVF        R0, 1 
0x0CEA	0xE001      	BZ          L_main85
;Button.c,317 :: 		break;
0x0CEC	0xD07F      	BRA         L_main84
L_main85:
;Button.c,318 :: 		CREN_RC1STA_bit = 0;
0x0CEE	0x98AB      	BCF         CREN_RC1STA_bit, 4 
;Button.c,319 :: 		delay_ms(10);
0x0CF0	0x0E1A      	MOVLW       26
0x0CF2	0x6E0C      	MOVWF       R12, 0
0x0CF4	0x0EF8      	MOVLW       248
0x0CF6	0x6E0D      	MOVWF       R13, 0
L_main86:
0x0CF8	0x2E0D      	DECFSZ      R13, 1, 0
0x0CFA	0xD7FE      	BRA         L_main86
0x0CFC	0x2E0C      	DECFSZ      R12, 1, 0
0x0CFE	0xD7FC      	BRA         L_main86
0x0D00	0x0000      	NOP
;Button.c,320 :: 		CREN_RC1STA_bit = 1;
0x0D02	0x88AB      	BSF         CREN_RC1STA_bit, 4 
;Button.c,322 :: 		if(OK_Response_AT(atc1))
0x0D04	0x0E94      	MOVLW       _atc1
0x0D06	0x0106      	MOVLB       6
0x0D08	0x6FBB      	MOVWF       FARG_OK_Response_AT_atc, 1
0x0D0A	0x0E00      	MOVLW       hi_addr(_atc1)
0x0D0C	0x6FBC      	MOVWF       FARG_OK_Response_AT_atc+1, 1
0x0D0E	0xDC62      	RCALL       _OK_Response_AT
0x0D10	0x5200      	MOVF        R0, 1 
0x0D12	0xE001      	BZ          L_main87
;Button.c,323 :: 		break;
